Posted On,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
7/6/2022,3,5700000,900,3 out of 4,Carpet Area,Denpasar,Semi-Furnished,Bachelors,3,Contact Agent,IDR
7/1/2022,2,1805000,650,Ground out of 3,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/19/2022,2,2850000,900,4 out of 5,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/19/2022,1,2280000,800,3 out of 5,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/30/2022,1,1520000,410,2 out of 4,Carpet Area,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
5/5/2022,3,13300000,1500,2 out of 3,Super Area,Bandung,Furnished,Bachelors/Family,3,Contact Owner,IDR
5/21/2022,4,47500000,2800,2 out of 3,Carpet Area,Medan,Unfurnished,Bachelors/Family,4,Contact Owner,IDR
6/24/2022,3,5985000,1800,2 out of 4,Carpet Area,Semarang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
6/22/2022,2,5700000,1400,Ground out of 4,Carpet Area,Makassar,Semi-Furnished,Bachelors,2,Contact Agent,IDR
5/14/2022,3,11400000,1600,3 out of 4,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/4/2022,3,6650000,1200,3 out of 4,Carpet Area,Denpasar,Semi-Furnished,Bachelors,2,Contact Agent,IDR
7/3/2022,3,10450000,1150,2 out of 4,Carpet Area,Palembang,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
5/5/2022,2,3800000,110,Ground out of 2,Super Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/3/2022,1,1235000,300,3 out of 3,Super Area,Jakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
6/23/2022,2,3230000,750,1 out of 4,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
7/9/2022,1,1767000,450,1 out of 4,Carpet Area,Bandung,Semi-Furnished,Bachelors,1,Contact Agent,IDR
6/30/2022,2,1425000,410,2 out of 4,Super Area,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/8/2022,2,3800000,800,2 out of 5,Super Area,Semarang,Furnished,Bachelors/Family,1,Contact Owner,IDR
4/29/2022,3,3420000,120,4 out of 5,Super Area,Makassar,Furnished,Bachelors/Family,3,Contact Owner,IDR
6/20/2022,1,2850000,650,2 out of 4,Carpet Area,Yogyakarta,Furnished,Bachelors,1,Contact Agent,IDR
5/14/2022,2,2470000,400,2 out of 4,Carpet Area,Denpasar,Unfurnished,Bachelors,1,Contact Agent,IDR
4/29/2022,2,3800000,810,3 out of 3,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/22/2022,3,2280000,700,1 out of 3,Super Area,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/30/2022,2,7600000,1125,Ground out of 2,Super Area,Jakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/30/2022,2,1520000,600,4 out of 5,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/21/2022,3,18050000,1300,1 out of 4,Carpet Area,Bandung,Furnished,Bachelors,3,Contact Agent,IDR
6/9/2022,3,12920000,1450,2 out of 4,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
5/5/2022,3,3420000,110,1 out of 5,Super Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/28/2022,4,24700000,3500,1 out of 3,Carpet Area,Makassar,Semi-Furnished,Bachelors,6,Contact Agent,IDR
6/28/2022,4,28500000,4000,3 out of 3,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors,7,Contact Agent,IDR
6/28/2022,3,14250000,2500,1 out of 3,Carpet Area,Denpasar,Semi-Furnished,Bachelors,4,Contact Agent,IDR
6/6/2022,4,20900000,3000,2 out of 4,Carpet Area,Palembang,Semi-Furnished,Bachelors,5,Contact Agent,IDR
6/28/2022,4,28500000,3500,3 out of 3,Carpet Area,Malang,Semi-Furnished,Bachelors,6,Contact Agent,IDR
5/30/2022,1,1900000,240,4 out of 5,Super Area,Jakarta,Semi-Furnished,Bachelors,1,Contact Owner,IDR
5/18/2022,3,4560000,1250,2 out of 4,Carpet Area,Surabaya,Unfurnished,Bachelors,2,Contact Agent,IDR
5/23/2022,3,5320000,1000,2 out of 5,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/1/2022,3,5320000,900,2 out of 4,Carpet Area,Medan,Unfurnished,Bachelors,2,Contact Owner,IDR
7/7/2022,2,3420000,900,Ground out of 4,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/18/2022,3,5130000,1250,3 out of 4,Carpet Area,Makassar,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
5/18/2022,2,3230000,650,2 out of 4,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
4/29/2022,3,66500000,3200,1 out of 2,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,4,Contact Owner,IDR
4/29/2022,2,4750000,900,2 out of 3,Super Area,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/18/2022,3,3135000,1250,2 out of 4,Carpet Area,Malang,Unfurnished,Bachelors,2,Contact Agent,IDR
6/29/2022,2,2660000,60,3 out of 3,Carpet Area,Jakarta,Semi-Furnished,Bachelors,2,Contact Owner,IDR
4/29/2022,2,3420000,90,3 out of 4,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/10/2022,2,1900000,55,3 out of 4,Super Area,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
4/29/2022,2,1900000,50,1 out of 2,Super Area,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/24/2022,4,19000000,400,Ground out of 4,Carpet Area,Semarang,Unfurnished,Bachelors/Family,4,Contact Agent,IDR
7/8/2022,2,4750000,680,2 out of 4,Carpet Area,Makassar,Furnished,Bachelors,1,Contact Agent,IDR
6/15/2022,2,4369810,756,2 out of 4,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors,2,Contact Agent,IDR
5/5/2022,2,1140000,500,2 out of 3,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/2/2022,2,7600000,900,Ground out of 3,Carpet Area,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/30/2022,3,47500000,2000,3 out of 6,Super Area,Malang,Furnished,Bachelors/Family,3,Contact Owner,IDR
6/30/2022,1,2470000,40,3 out of 3,Carpet Area,Jakarta,Furnished,Bachelors/Family,1,Contact Agent,IDR
6/12/2022,1,2660000,100,3 out of 3,Super Area,Surabaya,Furnished,Bachelors/Family,1,Contact Agent,IDR
5/30/2022,2,3800000,950,2 out of 3,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/17/2022,1,1045000,200,1 out of 4,Carpet Area,Medan,Furnished,Bachelors,1,Contact Owner,IDR
7/6/2022,2,6080000,900,Ground out of 4,Carpet Area,Semarang,Furnished,Bachelors/Family,2,Contact Agent,IDR
5/10/2022,2,1520000,750,1 out of 4,Super Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/18/2022,3,4750000,1400,3 out of 4,Carpet Area,Yogyakarta,Unfurnished,Family,3,Contact Agent,IDR
6/30/2022,2,5320000,100,2 out of 4,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/12/2022,2,4180000,100,1 out of 2,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/12/2022,1,3990000,100,Ground out of 1,Super Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
5/27/2022,2,5700000,1000,2 out of 4,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/30/2022,1,2280000,400,2 out of 4,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
6/23/2022,1,2850000,70,2 out of 3,Super Area,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/23/2022,1,3420000,450,Ground,Carpet Area,Medan,Furnished,Bachelors/Family,1,Contact Owner,IDR
7/1/2022,2,3420000,900,3 out of 4,Carpet Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
4/29/2022,1,1900000,42,Ground out of 3,Super Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/30/2022,1,3040000,400,2 out of 4,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,1,Contact Agent,IDR
4/28/2022,2,3800000,900,3 out of 3,Carpet Area,Denpasar,Semi-Furnished,Bachelors,2,Contact Owner,IDR
5/31/2022,4,5320000,1500,2 out of 4,Carpet Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/31/2022,1,1330000,70,1 out of 4,Super Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/8/2022,2,5700000,450,Ground out of 1,Carpet Area,Jakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
7/2/2022,2,2850000,900,Ground out of 4,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/11/2022,1,1520000,500,1 out of 5,Carpet Area,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/7/2022,1,1710000,400,2 out of 3,Carpet Area,Medan,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/5/2022,3,6365000,150,2 out of 4,Carpet Area,Semarang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
6/17/2022,1,1805000,450,1 out of 3,Carpet Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/23/2022,2,1900000,540,1 out of 4,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/30/2022,1,3800000,400,3 out of 4,Carpet Area,Denpasar,Furnished,Bachelors/Family,1,Contact Agent,IDR
5/18/2022,1,1900000,450,2 out of 4,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
5/10/2022,1,2850000,700,4 out of 5,Super Area,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/16/2022,3,10450000,1450,Ground out of 4,Carpet Area,Jakarta,Furnished,Bachelors,2,Contact Agent,IDR
6/17/2022,2,3800000,1000,2 out of 4,Carpet Area,Surabaya,Semi-Furnished,Bachelors,2,Contact Agent,IDR
6/24/2022,2,3040000,550,1 out of 4,Carpet Area,Bandung,Semi-Furnished,Bachelors,2,Contact Agent,IDR
5/31/2022,2,4370000,900,2 out of 3,Carpet Area,Medan,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/27/2022,3,28500000,300,2 out of 2,Super Area,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
7/2/2022,2,4750000,1100,Ground out of 3,Super Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/24/2022,1,1710000,600,1 out of 4,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors,1,Contact Agent,IDR
6/24/2022,1,2090000,450,3 out of 4,Super Area,Denpasar,Semi-Furnished,Bachelors,1,Contact Owner,IDR
6/21/2022,2,2185000,550,2 out of 4,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
6/23/2022,3,3040000,1000,1 out of 4,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
5/18/2022,3,4370000,1250,2 out of 4,Carpet Area,Jakarta,Unfurnished,Bachelors,2,Contact Agent,IDR
5/18/2022,4,5700000,1950,2 out of 4,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
6/25/2022,3,20900000,1750,4 out of 4,Carpet Area,Bandung,Semi-Furnished,Bachelors,4,Contact Agent,IDR
6/4/2022,1,665000,25,3 out of 4,Super Area,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/12/2022,2,2299000,700,3 out of 4,Carpet Area,Semarang,Unfurnished,Bachelors,1,Contact Agent,IDR
7/4/2022,2,3610000,1800,1 out of 2,Carpet Area,Makassar,Unfurnished,Bachelors,1,Contact Owner,IDR
5/25/2022,2,7600000,1000,3 out of 3,Super Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
5/27/2022,2,1520000,200,2 out of 3,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/5/2022,3,7980000,1700,2 out of 4,Carpet Area,Palembang,Semi-Furnished,Bachelors,3,Contact Agent,IDR
6/4/2022,3,2470000,70,Ground out of 4,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/5/2022,3,8360000,1700,3 out of 4,Carpet Area,Jakarta,Semi-Furnished,Bachelors,3,Contact Agent,IDR
6/25/2022,1,2090000,450,1 out of 4,Carpet Area,Surabaya,Semi-Furnished,Bachelors,1,Contact Agent,IDR
7/5/2022,3,7600000,1350,2 out of 3,Carpet Area,Bandung,Semi-Furnished,Bachelors,3,Contact Agent,IDR
5/31/2022,4,28500000,2550,3 out of 4,Super Area,Medan,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
5/18/2022,2,2470000,650,2 out of 4,Carpet Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
5/18/2022,2,3325000,650,2 out of 4,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/18/2022,3,2755000,1250,1 out of 4,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
5/18/2022,3,4560000,1250,2 out of 4,Carpet Area,Denpasar,Unfurnished,Bachelors,2,Contact Agent,IDR
6/15/2022,3,5700000,1000,3 out of 4,Carpet Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/31/2022,1,1900000,500,2 out of 3,Super Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/16/2022,1,1900000,500,3 out of 4,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
7/4/2022,3,17100000,1550,2 out of 4,Carpet Area,Surabaya,Semi-Furnished,Bachelors,3,Contact Agent,IDR
6/14/2022,4,53200000,3800,1 out of 4,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,5,Contact Agent,IDR
6/28/2022,2,6080000,1150,1 out of 4,Super Area,Medan,Unfurnished,Bachelors,2,Contact Owner,IDR
5/26/2022,3,15200000,2000,3 out of 4,Carpet Area,Semarang,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
4/29/2022,1,1045000,30,2 out of 3,Carpet Area,Makassar,Furnished,Bachelors/Family,1,Contact Owner,IDR
6/6/2022,1,1140000,50,3 out of 4,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors,1,Contact Owner,IDR
5/27/2022,3,5700000,1205,2 out of 4,Super Area,Denpasar,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/12/2022,3,7980000,1450,2 out of 4,Carpet Area,Palembang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
4/28/2022,1,1045000,200,2 out of 4,Super Area,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/8/2022,2,1330000,350,2 out of 4,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/20/2022,2,1900000,700,Ground out of 1,Super Area,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
6/8/2022,1,3230000,400,3 out of 4,Carpet Area,Bandung,Furnished,Bachelors/Family,1,Contact Agent,IDR
5/10/2022,1,3420000,700,1 out of 5,Super Area,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
7/2/2022,2,2660000,1000,1 out of 4,Carpet Area,Semarang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
6/21/2022,1,3230000,450,1 out of 4,Carpet Area,Makassar,Furnished,Bachelors/Family,1,Contact Agent,IDR
6/1/2022,3,5130000,1200,10 out of 10,Super Area,Yogyakarta,Semi-Furnished,Family,2,Contact Owner,IDR
7/9/2022,3,4750000,1200,2 out of 4,Carpet Area,Denpasar,Semi-Furnished,Bachelors,2,Contact Agent,IDR
4/29/2022,2,4370000,900,3 out of 4,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/14/2022,2,4655000,84,1 out of 4,Carpet Area,Malang,Furnished,Bachelors,2,Contact Agent,IDR
6/21/2022,1,1900000,200,1 out of 2,Carpet Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/22/2022,2,6650000,1300,2 out of 3,Super Area,Surabaya,Unfurnished,Bachelors,2,Contact Agent,IDR
7/4/2022,2,5130000,1300,Ground out of 2,Carpet Area,Bandung,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/20/2022,1,1330000,200,1 out of 4,Carpet Area,Medan,Unfurnished,Bachelors,1,Contact Agent,IDR
7/4/2022,1,950000,300,Ground out of 4,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
5/4/2022,2,950000,550,3 out of 4,Carpet Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/30/2022,2,2280000,950,2 out of 2,Super Area,Yogyakarta,Semi-Furnished,Bachelors,1,Contact Owner,IDR
5/22/2022,2,5700000,750,2 out of 4,Carpet Area,Denpasar,Furnished,Bachelors/Family,2,Contact Agent,IDR
5/18/2022,2,4750000,950,Ground out of 4,Carpet Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/28/2022,1,1140000,350,1 out of 4,Carpet Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
5/27/2022,3,8550000,2000,3 out of 4,Super Area,Jakarta,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
7/4/2022,3,7600000,180,Ground out of 4,Carpet Area,Surabaya,Unfurnished,Bachelors,3,Contact Agent,IDR
5/10/2022,2,1615000,60,2 out of 5,Super Area,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/29/2022,2,3135000,950,2 out of 4,Carpet Area,Medan,Unfurnished,Bachelors,1,Contact Agent,IDR
5/22/2022,3,19000000,1400,1 out of 4,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/4/2022,3,9880000,200,2 out of 3,Carpet Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,1,2375000,450,2 out of 3,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,1,Contact Agent,IDR
5/10/2022,2,2660000,600,3 out of 4,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/27/2022,1,2850000,350,1 out of 3,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/16/2022,1,950000,300,1 out of 3,Carpet Area,Malang,Furnished,Bachelors,1,Contact Owner,IDR
5/24/2022,2,7600000,95,3 out of 3,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/23/2022,1,3230000,550,3 out of 3,Super Area,Surabaya,Furnished,Bachelors/Family,1,Contact Owner,IDR
6/8/2022,3,2850000,900,1 out of 3,Super Area,Bandung,Furnished,Bachelors/Family,3,Contact Owner,IDR
6/16/2022,1,1140000,25,4 out of 6,Super Area,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/15/2022,3,16150000,325,1 out of 3,Carpet Area,Semarang,Unfurnished,Bachelors,3,Contact Agent,IDR
5/31/2022,2,3420000,80,2 out of 4,Super Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/31/2022,2,1425000,77,3 out of 4,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/4/2022,2,1900000,60,3 out of 4,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/21/2022,1,1710000,100,1 out of 1,Super Area,Palembang,Furnished,Bachelors/Family,1,Contact Owner,IDR
5/27/2022,3,4560000,1300,3 out of 4,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/3/2022,2,2280000,500,1 out of 4,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/6/2022,2,1995000,500,2 out of 3,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/13/2022,2,5890000,1200,3 out of 4,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/15/2022,1,1710000,250,Ground out of 3,Super Area,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/4/2022,2,1710000,700,4 out of 5,Super Area,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
7/1/2022,3,5130000,1050,Ground out of 4,Carpet Area,Makassar,Unfurnished,Family,2,Contact Agent,IDR
7/5/2022,2,2375000,500,2 out of 4,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
7/6/2022,2,2850000,1100,1 out of 2,Super Area,Denpasar,Semi-Furnished,Bachelors,2,Contact Owner,IDR
5/21/2022,2,1235000,1000,Ground out of 1,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/20/2022,3,17100000,2400,1 out of 3,Carpet Area,Malang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
7/10/2022,3,38000000,3000,1 out of 1,Super Area,Jakarta,Furnished,Family,4,Contact Agent,IDR
6/25/2022,1,2850000,650,Ground out of 2,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/18/2022,2,2850000,1000,17 out of 31,Carpet Area,Bandung,Semi-Furnished,Bachelors,2,Contact Owner,IDR
6/14/2022,2,1444000,700,1 out of 3,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/14/2022,3,5510000,1200,1 out of 3,Carpet Area,Semarang,Semi-Furnished,Bachelors,3,Contact Agent,IDR
6/19/2022,3,3800000,1710,15 out of 29,Super Area,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/12/2022,2,2280000,600,1 out of 3,Super Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,1995000,1080,1 out of 2,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/26/2022,2,5510000,1300,Ground out of 2,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/10/2022,2,4940000,1027,15 out of 19,Super Area,Malang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
7/6/2022,3,4750000,1350,Ground out of 2,Super Area,Jakarta,Furnished,Family,3,Contact Owner,IDR
5/12/2022,2,1900000,950,1 out of 2,Super Area,Surabaya,Unfurnished,Family,2,Contact Owner,IDR
5/12/2022,2,2660000,1300,1 out of 2,Super Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,1140000,600,1 out of 3,Super Area,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/16/2022,3,7600000,1428,Ground out of 2,Super Area,Semarang,Unfurnished,Bachelors,2,Contact Owner,IDR
6/20/2022,2,4370000,920,2 out of 2,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/28/2022,2,1900000,600,Ground out of 2,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/11/2022,2,1900000,810,Ground out of 1,Carpet Area,Denpasar,Unfurnished,Bachelors,1,Contact Owner,IDR
6/2/2022,2,2850000,1200,Ground out of 2,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,1,2090000,550,3 out of 4,Super Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/12/2022,2,3800000,600,1 out of 2,Super Area,Jakarta,Unfurnished,Family,1,Contact Owner,IDR
5/12/2022,2,2850000,850,Ground out of 2,Super Area,Surabaya,Furnished,Bachelors/Family,1,Contact Owner,IDR
6/27/2022,4,4180000,2117,20 out of 20,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,4,Contact Owner,IDR
4/30/2022,2,1140000,900,1 out of 1,Super Area,Medan,Unfurnished,Bachelors,2,Contact Owner,IDR
5/12/2022,2,3800000,1000,Ground out of 1,Super Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,1,1235000,500,2 out of 3,Super Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/12/2022,2,2280000,800,1 out of 3,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/12/2022,2,5130000,1550,2 out of 3,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/12/2022,2,2850000,1500,Ground out of 1,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/15/2022,3,3800000,1700,Ground out of 1,Carpet Area,Malang,Furnished,Bachelors/Family,6,Contact Owner,IDR
6/28/2022,2,4180000,700,3 out of 4,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,1,1330000,400,1 out of 3,Super Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/12/2022,2,1330000,450,1 out of 2,Super Area,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/12/2022,1,1235000,500,1 out of 3,Super Area,Medan,Furnished,Bachelors/Family,1,Contact Owner,IDR
